,index,title,price,comments
647,648,华为畅享9plus,999.0,4500
648,649,荣耀Magic2,1848.0,4500
649,650,EN8C,119.0,4400
650,651,红辣椒7X 尊享版,799.0,4500
652,653,iQOO Pro,3498.0,4500
653,654, iPhone 8 Plus,4799.0,4400
655,656,荣耀畅玩8C,722.0,4300
656,657,飞利浦E107,99.0,4300
657,658,HUAWEI MATE 30 Pro,6899.0,4300
659,660,Mate20,3199.0,4300
660,661,N1C,158.0,3100
661,662,HONOR 20,2399.0,4300
663,664,M365,199.0,4200
664,665,ZTE Blade 20 Smart,899.0,4400
665,666,畅享9,959.0,4200
666,667,iPhone 11,5678.0,4300
667,668,华为nova 5 Pro,3199.0,4300
668,669,R7,129.0,4200
669,670,Z86  移动/联通 翻盖老人手机,279.0,4200
670,671,MANN S2,299.0,4200
672,673,EN8,89.0,4200
673,674,华为畅享9,939.0,4200
674,675,畅享9移动全网通,849.0,4100
675,676,2016,119.0,4100
677,678,畅享max,1158.0,4200
678,679,小米红米note8,1158.0,4200
679,680,Z5x,1298.0,4300
680,681,iQOO Pro,2698.0,4100
681,682,L105,99.0,4100
682,683,S618,99.0,34000
683,684,realme Q,1298.0,4400
686,687,华为畅享9,1199.0,4000
687,688,realme Q,1298.0,4300
689,690,C18,135.0,4000
690,691,爱户外ioutdoor F2,368.0,4000
691,692,OPPO Reno Ace,2999.0,4100
694,695,酷玩7,499.0,4000
695,696,以官网信息为准,739.0,4000
699,700,E259S,298.0,3900
700,701,荣耀畅玩8C,758.0,3900
702,703,中兴天机AXON 9 简约版 ,1699.0,3900
703,704,荣耀畅玩8C,722.0,3900
704,705,华为荣耀20,2099.0,3900
705,706,iPhone8,3459.0,3900
707,708,创星S10,58.0,3900
708,709,华为畅享 10Plus,1399.0,3800
709,710,以官网信息为准,838.0,3800
711,712,nova 5 pro,2499.0,3800
712,713,多亲 Qin2,599.0,3800
715,716,nova 5i Pro,2099.0,3800
716,717,以官网信息为准,728.0,3700
719,720,华为p30,3678.0,3700
720,721,守护宝 L105,99.0,3800
721,722,.,1248.0,3700
724,725,nova4e,1298.0,3600
725,726,荣耀畅玩8,498.0,3700
728,729,荣耀畅玩8,498.0,3600
729,730,mate20,3199.0,3600
730,731,E515,489.0,3700
733,734,L8S,299.0,3600
734,735,荣耀9x,1809.0,3600
735,736,UIS,178.0,3500
737,738, vivo iQOO Pro 5G,3798.0,3700
738,739,其他,659.0,3500
739,740,多亲ai助手,579.0,3500
740,741,以官网信息为准,609.0,3600
741,742, Mate 30 Pro 5G,6909.0,3700
742,743,小米max3,1209.0,3500
743,744,Redmi 7A,475.0,3500
744,745,U3x,899.0,3500
746,747,OPPO Reno Ace,2999.0,3600
747,748,荣耀8x,929.0,3500
748,749,OPPO K5,1799.0,3500
750,751,L6,399.0,3500
751,752,朵唯D1,599.0,3500
752,753,荣耀10青春版,859.8,3500
753,754,Redmi 8,749.0,3500
755,756,Redmi K20Pro,2558.0,3500
756,757,荣耀畅玩8,509.0,3600
757,758,F9,188.0,3400
758,759,Note7 Pro,1058.0,3400
759,760,小米CC9 Pro,3199.0,3700
760,761,红辣椒8X Pro,859.0,3400
761,762,朵唯,299.0,3400
762,763,飞利浦E517,299.0,3400
765,766,nova 5,2599.0,3400
766,767,华为p30pro,5088.0,3400
768,769,L8,139.0,3400
769,770,105,128.0,3400
770,771,荣耀Magic2,1829.0,3300
773,774,小米CC9,1429.0,3500
774,775,X30 Pro,3998.0,4000
777,778,华为畅享10plus,1399.0,3800
778,779,R11,188.0,3300
779,780,魅族x8,839.0,3300
781,782,OPPO Reno3 ,3999.0,5100
783,784,荣耀8x max,1279.0,3200
784,785,nova2s,1598.0,3200
785,786,p20pro,2898.0,3200
786,787,华为mate20Pro,4599.0,3200
789,790,华为荣耀9X,1099.0,3200
790,791,荣耀畅玩7,598.0,3200
793,794,Redmi Note8,899.0,4000
794,795,iPhone XR,5499.0,3200
795,796,华为nova4,1768.0,3200
797,798,华为nova5pro,2499.0,3200
798,799,E108,89.0,3100
799,800,华为P30,3688.0,3100
800,801,oppok5,1799.0,3300
802,803,HUAWEI Mate 30,4299.0,3100
803,804,创星,228.0,3100
804,805,荣耀play3,799.8,3300
805,806,华为nova5pro,2899.0,3100
807,808,苹果11,6399.0,3100
808,809,飞利浦（PHILIPS）E218L,279.0,3100
809,810,v98,259.0,3000
811,812,V98,269.0,3000
812,813,苹果Xsmax,5899.0,3000
813,814,华为nova5pro,2499.0,3000
814,815,荣耀20 pro,2569.0,3000
816,817,E219,299.0,3100
817,818,华为畅享9,798.0,3000
818,819,nova 4e,1198.0,3000
819,820,朵唯V33,428.0,3000
820,821,HM-M360C,199.0,3000
822,823,畅享9,888.0,3000
823,824,华为 nova5 Pro,2499.0,3000
826,827,HUAWEI Mate 30 Pro 5G,7899.0,3300
827,828,iPhone 11 Pro,9458.0,2900
828,829,红辣椒9X,999.0,3100
830,831,小米8青春版,1029.0,2900
831,832,荣耀9X,1999.0,2900
832,833,诺基亚130,159.0,2900
834,835,华为荣耀10青春版,1199.0,2900
835,836,Qin 1s+1s,299.0,2900
836,837,红辣椒8X Pro,859.0,2900
837,838,华为畅享9,848.0,2900
840,841,I9,559.0,2900
841,842,以官网信息为准,1299.0,2800
844,845,畅玩8,519.0,2900
845,846,iPhone Xs Max,5848.0,2800
847,848,P10,488.0,3200
848,849,PHILIPS E171L,168.0,2800
849,850,`,99.0,2800
851,852,iPhone 11 Pro,9988.0,2800
853,854,荣耀8x,1549.0,2800
854,855,荣耀9X,1109.0,2900
855,856,爱户外ioutdoor F1,268.0,2800
856,857,多亲Qin2,599.0,2800
857,858,华为（HUAWEI） 华为畅享9 ,869.0,2800
858,859,C5,129.0,2700
859,860,iPhone 11 Pro Max ,10598.0,2700
861,862,magic2,1839.0,2700
862,863,畅享8e青春版,429.0,2800
864,865,荣耀8x,1249.0,2800
865,866,畅享9 Plus,1239.0,2800
866,867,C5,159.0,2700
867,868,畅享9Plus,1199.0,2700
868,869,小米 PLAY,1008.0,2700
869,870,朵唯D1,699.0,2700
870,871,Nova 4,1899.0,2700
871,872,荣耀8A,599.0,2700
872,873,朵唯X1,399.0,2700
873,874,20i,999.0,2700
874,875,畅享9plus,1278.0,2700
875,876,philips E258C,238.0,2700
876,877,E289,338.0,2700
877,878,魅族16thplus,1888.0,2700
878,879,AGM H1,1699.0,2700
880,881,iPhone xr,4468.0,2700
881,882,红辣椒7X 尊享版,749.0,2700
882,883,iPhone 11 Pro,10399.0,2600
883,884,OPPO Reno Ace,2999.0,2800
886,887,A55,499.0,2600
887,888,iPhone 11,5799.0,2600
889,890,HUAWEI Mate 30 Pro 5G,7899.0,2700
890,891,E331K,159.0,2600
891,892,畅享9 Plus,1179.0,2600
892,893,红米note5,978.0,2600
893,894,realme Q,1088.0,2700
894,895,魅族16X,1038.0,2600
897,898,朵唯D1,599.0,2600
898,899,107,98.0,2600
899,900,iPhone 11,6599.0,2600
901,902,A55,569.0,2600
902,903,华为nova4e,1199.0,2600
903,904,Redmi 8,749.0,2600
907,908,荣耀8c,945.0,2500
908,909,iPhone 11 Pro,8109.0,2600
910,911,U3x,999.0,2600
911,912,荣耀畅玩7,416.0,2500
912,913,w2017,999.0,2500
913,914,畅享max,1149.0,2500
915,916,7S,558.0,2500
916,917,红辣椒8A,474.0,2500
917,918,华为 nova 4,2799.0,2500
918,919,Redmi 7A,699.0,2500
919,920,6s,798.0,2400
920,921,P30,3688.0,2500
921,922,荣耀20i,999.0,2500
923,924,OPPOReno,2499.0,2400
924,925,畅享9e,758.0,2500
928,929,畅享7Plus,849.0,2400
931,932,OPPO A9,1299.0,2400
932,933,欧奇 P6pro,1699.0,2400
935,936,MANN 5SQ,1266.0,2400
936,937,realme Q,948.0,2400
937,938,华为nova5 Pro,2499.0,2400
939,940,小米9,2538.0,2400
940,941,N1C,159.0,2400
941,942,华为nova5i,1699.0,2300
942,943,US7,99.0,2400
943,944,Mate 30 5G,4999.0,2500
945,946,产品名称,89.0,2400
946,947,华为（HUAWEI）荣耀20i,999.0,2300
947,948,207L,139.0,2300
949,950,荣耀畅玩8A,584.0,2400
950,951,C588S,199.0,12000
952,953,朵唯D1,663.0,2400
954,955,OPPO Reno2,2999.0,2300
957,958,Reno10倍变焦,4299.0,2300
958,959,荣耀20,2499.0,2300
959,960,新105双卡,159.0,2300
961,962,AGM X3,3299.0,2300
962,963,E107,99.0,2300
963,964,HMA-AL00,2588.0,2400
964,965,X3,3699.0,2300
965,966,华为nova4e,1198.0,2500
966,967,荣耀20 Pro,2499.0,2400
967,968,华为mate30pro,5799.0,2300
968,969,i9,579.0,2200
969,970,Redmi Note8 Pro,1488.0,2300
970,971,小米8青春,1058.0,2300
971,972,Reno Z,2199.0,2300
973,974,儿童按键手机,158.0,2200
974,975,畅享7,749.0,2200
975,976,多亲4G手机,399.0,2200
976,977,vivo Z5X,1398.0,2300
978,979,SUGAR C21,799.0,2200
979,980,`,198.0,2200
980,981,荣耀V9play,899.0,2200
981,982,U3,1049.0,2200
982,983,20190808,598.0,2300
984,985,E109C,169.0,2200
985,986,红米8,748.0,2300
986,987,atman V3,98.0,2200
988,989,华为mate20pro,3999.0,2200
990,991,畅享 9,929.0,2200
991,992,G13,259.0,2100
994,995,11,158.0,2100
995,996,mate20 pro,4099.0,2100
996,997,F9C,218.0,2100
997,998,realme Q,1098.0,2200
998,999,红米 k20 pro,2518.0,2200
999,1000,iPhone 11 pro Max,10089.0,2200
1000,1001,红米k20pro,2199.0,2100
1001,1002,TD-LTE数字移动电话机,299.0,2200
1002,1003,畅享9plus,1349.0,2100
1005,1006,iPhone 11 Pro,9718.0,2100
1006,1007,华为 荣耀畅玩8C,729.0,2100
1009,1010,Redmi 7,748.0,2100
1010,1011,iPhone X ,7299.0,2100
1012,1013,畅享9,859.0,2100
1013,1014,华为nova4,2099.0,2100
1014,1015,OPPO Reno2,2999.0,2100
1015,1016,OPPO K5,1799.0,2200
1018,1019,华为畅享MAX,1159.0,2100
1019,1020,以官网信息为准,949.0,2100
1021,1022, 荣耀 畅玩7,479.0,2000
1022,1023,OPPO A9,1499.0,2000
1024,1025,K7,369.0,2100
1025,1026,小米CC9e,1158.0,2300
1026,1027,苹果XR,5248.0,2000
1030,1031,1,129.0,2000
1031,1032,nova 4e,1199.0,2100
1034,1035,华为mate30pro,6899.0,2000
1037,1038,中兴（ZTE）K2,168.0,2000
1038,1039,畅享9,999.0,2000
1039,1040,荣耀Play3,799.0,2100
1041,1042,荣耀Play3,799.0,2100
1042,1043,纽曼小手机,99.0,2000
1043,1044,畅享9plus,1218.0,2000
1046,1047,Q31,118.0,900
1049,1050,华为nova5pro,2499.0,2000
1050,1051,8848 M4尊享版,12999.0,1900
1051,1052,诺基亚8110 4G,399.0,1900
1052,1053,欧奇OK520,69.0,1900
1055,1056,中兴天机 Axon10 Pro 5G,4999.0,1900
1056,1057,魅族16sPro,2699.0,1900
1057,1058,畅享9 Plus,1699.0,1900
1058,1059,荣耀畅玩8,495.0,1900
1061,1062,E218L,279.0,1800
1066,1067,红辣椒9X,999.0,1900
1067,1068,AGM X1,1499.0,1800
1068,1069,AGM X1,1499.0,1800
1071,1072,A11x,1799.0,1900
1072,1073,I10,699.0,1800
1074,1075,E109C,169.0,1900
1075,1076,华为畅享9,936.0,1800
1076,1077,华为畅享9e,739.0,1900
1078,1079,mate 20,3199.0,1900
1079,1080,D520,198.0,1900
1080,1081,创星R11 ,198.0,1800
1081,1082,nova 4e,1249.0,1800
1083,1084,Z86,259.0,1800
1084,1085,Apple iPhone 11 Pro Max,10459.0,2000
1085,1086,华为荣耀Magic2,1819.0,1800
1086,1087,A8,299.0,1800
1089,1090,华为Mate 20 Pro,4599.0,1800
1090,1091,以官网信息为准,1848.0,1800
1091,1092,荣耀magic2,2349.0,1800
1094,1095,华为畅享 9S,999.0,1800
1095,1096,i9,669.0,1700
1098,1099,天语曲面屏,599.0,1700
1099,1100,note8pro,1488.0,1800
1100,1101,R15 ,198.0,1700
1102,1103,NEX双屏版,4998.0,1700
1103,1104,天语E2,129.0,1700
1104,1105,畅享9Plus,1249.0,1700
1105,1106,105,159.0,1700
1106,1107,华为nova5pro,2699.0,1700
1107,1108,荣耀play,1538.0,1700
1108,1109,mate10pro,2488.0,1700
1109,1110,诺基亚新105,139.0,1700
1111,1112,MANN ZUG 3S,479.0,1700
1112,1113,E259S,298.0,1700
1113,1114,nova 6,3799.0,1700
1115,1116,荣耀20i,999.0,1700
1116,1117,红米7,768.0,1700
1117,1118,Reno,2499.0,1700
1119,1120,华为P30,3388.0,1700
1120,1121,M360C,248.0,1700
1121,1122,以官网信息为准,5699.0,1700
1124,1125,Qin 1s +,399.0,1700
1126,1127,HUAWEI Mate 30 Pro 5G,6399.0,1700
1128,1129,荣耀20i,999.0,1700
1129,1130,Xperia 10 Plus,2499.0,1700
1130,1131,红米note7pro,1048.0,1700
1131,1132,酷派COOL1,399.0,1700
1132,1133,nova 4e,1259.0,1700
1134,1135,红辣椒8X,649.0,1700
1135,1136,T2A,89.0,1700
1136,1137,百合按键老人机,149.0,1600
1137,1138,L6,199.0,1700
1138,1139,天语T2,89.0,1700
1139,1140,华为Mate30,4999.0,1700
1140,1141,纽曼儿童手机,188.0,1600
1141,1142,M6,288.0,1600
1144,1145,A520,168.0,1600
1145,1146,华为P30PRO,4488.0,1600
1146,1147,华为nova3i,1199.0,1600
1147,1148,飞利浦（PHILIPS） E515,499.0,1600
1149,1150,荣耀Play3,809.0,2000
1151,1152,畅享7Plus,899.0,1600
1152,1153,畅玩8A,609.0,1600
1153,1154,HUAWEI Mate 30,4299.0,1600
1155,1156,AGM M5,469.0,1600
1156,1157,荣耀20i,1119.0,1700
1157,1158,3310,398.0,1600
1158,1159,荣耀10青春,1299.0,1600
1159,1160,飞利浦（PHILIPS） E171L,168.0,1600
1160,1161,华为mate30,4999.0,1600
1161,1162,105,139.0,1600
1162,1163,畅享9e,759.0,1700
1163,1164,飞利浦 E209,168.0,1700
1164,1165,W560C,158.0,1600
1165,1166,A5,699.0,1600
1166,1167,realme X2,1509.0,1700
1167,1168,飞利浦 E289,389.0,1600
1168,1169,E109C,179.0,1600
1170,1171,OPPO Reno2,2999.0,1600
1171,1172,创星X5,489.0,1700
1172,1173,agm m2g,199.0,1600
1174,1175, 努比亚红魔Mars,1799.0,1600
1175,1176,华为畅享9e,728.0,1600
1177,1178,iPhone 11 Pro,9399.0,1600
1178,1179,t33,199.0,1500
1179,1180,Redmi Note8 Pro,1469.0,1600
1181,1182,华为畅享9,999.0,1500
1182,1183,畅享 9,968.0,1600
1183,1184,Nokia 9 PureView,3999.0,1600
1184,1185,荣耀20pro,2499.0,1500
1186,1187,以官网信息为准,779.0,1500
1187,1188,E516,339.0,1600
1188,1189,荣耀Play3,799.0,1700
1189,1190,HUAWEI Mate 20 X (5G),6999.0,1500
1190,1191,华为畅享 9S,969.0,1600
1191,1192,荣耀畅玩8c,849.8,1500
1192,1193,飞利浦E280,299.0,1500
1193,1194,OPPO Ace,2999.0,1500
1195,1196,美图T9,1249.0,1500
1196,1197,T8s,1298.0,1500
1197,1198,X25,679.0,1500
1198,1199,一加7T,3299.0,1500
1201,1202,iPhone11ProMax,9128.0,1500
1203,1204,荣耀Play3e,899.0,1500
1204,1205,红米7,765.0,1500
1205,1206,T8,1298.0,1500
1206,1207,畅享10,1399.0,1500
1208,1209,天语老人手机,99.0,1500
1209,1210,华为畅享 9e,728.0,1500
1210,1211,·,99.0,1500
1212,1213,V1,99.0,1500
1213,1214,红米Note7,958.0,1400
1214,1215,华为 Mate10,1588.0,1500
1216,1217,荣耀8x,899.0,1400
1217,1218,3310T,69.0,1500
1218,1219,荣耀9青春,799.0,1400
1219,1220,Redmi 7A,489.0,1500
1221,1222,华为畅享9plus,1218.0,1400
1222,1223,畅玩7,499.0,1400
1223,1224,Xperia XZ2 Premium,3499.0,1400
1224,1225,华为P30,3688.0,1400
1226,1227,荣耀20i,999.0,1500
1227,1228,107,97.0,1500
1228,1229,畅享7S,899.0,1400
1229,1230,麦芒7,1128.0,1400
1230,1231,华为荣耀V20,1958.0,1400
1231,1232,诺基亚X7,1699.0,1400
1232,1233,华为Mate30,3999.0,1500
1233,1234,NEX3,4998.0,1400
1235,1236,多亲手机,399.0,1400
1236,1237,荣耀Play3,799.0,1500
1237,1238,荣耀9xpro,2199.0,1400
1238,1239,SUGAR C11,699.0,1400
1239,1240,E212A,298.0,1400
1240,1241,L525,569.0,1400
1241,1242,T9,1399.0,1400
1242,1243,K20pro,2388.0,1400
1244,1245,E289,338.0,1400
1245,1246,nova5i,1999.0,1400
1246,1247,畅享8e 青春版,479.0,1400
1247,1248,小米8 SE,1388.0,1400
1248,1249,E209J,169.0,1400
1249,1250,M560,99.0,1400
1250,1251,荣耀20,2299.0,1400
1252,1253,多亲新款手机F9,299.0,1400
1253,1254,以官网信息为准,2499.0,1400
1254,1255,以官网信息为准,149.0,1400
1255,1256,以官网信息为准,198.0,1400
1257,1258,华为nova5pro,2499.0,1400
1258,1259,1832-A0,499.0,1300
1259,1260,索爱 SA-T1 移动/联通 老人手机,99.0,1300
1260,1261,Reno2,2999.0,1400
1262,1263,华为畅享 9S,958.0,1400
1263,1264,HUAWEI Mate 30 5G,5499.0,1400
1264,1265,IQOO NEO 855型,2298.0,1400
1265,1266,小米8SE,1358.0,1400
1267,1268,1,168.0,1300
1268,1269,454,168.0,1300
1269,1270,N9,819.0,1300
1270,1271,苹果8,3348.0,1300
1272,1273,畅享 10plus,1499.0,1300
1273,1274,畅享9,999.0,1300
1274,1275,iphone xs(,5388.0,1400
1275,1276,Z6 移动/联通 翻盖老人手机,219.0,1300
1276,1277,C18A,178.0,1300
1277,1278,Y91,899.0,1300
1278,1279,BA520,338.0,1300
1279,1280,荣耀10青春版,1230.0,1300
1280,1281,V3,98.0,1300
1282,1283,荣耀note10,1449.0,1300
1283,1284,华为nova4e,1208.0,1300
1284,1285,荣耀20i,999.0,1300
1285,1286,AGM H1,1699.0,1300
1286,1287,AGM H1,1549.0,1300
1287,1288,以官网信息为准,1219.0,1300
1288,1289,锋尚N3,399.0,1300
1289,1290,C30A,209.0,1300
1290,1291,E289,338.0,1300
1291,1292,坚果 Pro3,2399.0,1300
1292,1293,nova 5i Pro,1799.0,1300
1293,1294,三星领世旗舰8 4GB+64GB 黑色（SM-G9298）翻盖智能商务手机 4.2英寸双屏 无线充电 双卡双待,5099.0,1300
1294,1295,华为 畅享9,836.0,1300
1295,1296,Reno 10,4299.0,1300
1296,1297,以官网信息为准,1059.0,1300
1297,1298,荣耀9X,1349.0,1300
1298,1299,iPhone 11 pro,10595.0,1300
1299,1300,小米9 ,2368.0,1300
1300,1301,E520,359.0,1300
1301,1302,小辣椒P60,699.0,1900
1303,1304,小辣椒,198.0,1300
1304,1305,F9,368.0,1300
1305,1306,P30,3398.0,1300
1306,1307,E219,299.0,1300
1307,1308,S9,158.0,1200
1308,1309,荣耀20pro,2999.0,1200
1310,1311,华为nova 5i,1999.0,1300
1311,1312,魅族16x,1198.0,1200
1312,1313,畅享9 plus,1799.0,1200
1314,1315,realme X2,1629.0,1300
1315,1316,OPPO A9,1299.0,1200
1316,1317,R2015,499.0,1200
1317,1318,nova 3i,1099.0,1200
1318,1319,飞利浦老人机,379.0,1200
